truenet,estnet,truePL,trueoptPL,estPL,gtee,rt,ntaxa,repid,folder,ils,ngt,L,density,hwcd,nhyb
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.35903995278569945):2.6013201062210296,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.6063817820494602,t20:1.6201330015979756):1.1999803580773372)#H37:3.6509737643212374::0.5042233183607252,t17:6.472580293052525):0.15876769607587637,((t1:0.24522323366217857,t23:0.24522323366217857):5.663117722405269,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5066199959330541):0.7132679909284467):0.42167407205892316,#H32:0.7925663434697464::0.496638110561935):2.5717827908928736):0.0737217722034359,(((((((t21:0.470667988127443,t4:0.470667988127443):1.6697519413782793,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7647645533664306)#H46:0.0::0.6409600472143006):0.5279177166344264):1.358628929673937,t16:3.5055617709767994):2.7806908677195703)#H32:0.2096529160555974::0.5033618894380649,(t11:1.4963647344459472,#H40:1.0268882265210513::0.49338000406694593):4.977941941009949):0.6045248260917839,(t14:7.047179782165573,#H37:4.225588242858705::0.49577668163927485):0.05076091727276859):1.6526097519215928,(t9:0.4173642041802748,t10:0.4173642041802748):8.311787339546424):0.9427559890479099):7.0676521329242075);","(((t19:0.9175167069583342,(((t1:0.0,t23:0.0):6.263383159794169,(t18:0.7122706464955573)#H32501:0.0::0.5010495415271715):0.8221897705029138,(#H55588:1.3866547500097945::0.46964567792481005,(t17:0.09958427991462349,(((t7:0.0,t3:0.0):0.6268973134953166,t20:0.0):1.4051290472831603)#H29992:0.8407300514523791::0.5230338770891209):0.1713368687381551):0.0):2.942512728713595):0.0659452405508465,((t9:0.0,t10:0.0):6.790510454670331,((t14:0.0640316805496766,#H29992:0.05996276294990003::0.47696612291087914)i54296:0.12440469113364899,(((t16:0.4792177726264587,(((t4:0.0,t21:0.0):1.6482180170737584,t2:0.12551661731773528):0.0,((t5:0.0,t12:0.0):0.7544514357667004)#H26381:0.4111292240547118::0.6432466042465963):1.3990765153327331):2.8602119394233765)#H55588:0.047440308166797486::0.53035432207519,(t11:0.1546201264184651,#H32501:0.08584360011889247::0.4989504584728285)i14619:1.6840541958415611)i100085:0.5149019754180443):1.5905540719085682):0.9331900985201506):4.6918848919920535,(t6:0.8250944235168151,#H26381:0.012498283216260581::0.35675339575340365)i39156:1.9240428282677993,t13:0.0);",-0.40344234990357825,-0.2962888373810262,-10.722107420627305,0.0,137071.531797376,20,1,treechild-notgalled,low,10000,0,low,4,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.36005870318149924):2.6019021153774444,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.5927416759707574,t20:1.6201330015979756):1.1812664795749768)#H37:3.6508956152057346::0.5066390301752508,t17:6.472580293052525):0.1461942223410356,((t1:0.24522323366217857,t23:0.24522323366217857):5.663135949133312,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5111615635246095):0.7091746693770683):0.43439829541065184,((((t21:0.470667988127443,t4:0.470667988127443):1.6745942291693652,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7551613228744782)#H46:0.0::0.6399412968185008):0.5160330530780312):1.3688362550408335,t16:3.5055617709767994):2.7614213876253784)#H32:0.7907329333304659::0.5057418306371936):2.576783392294728):0.039413176636592336,(((#H32:0.20785565938908557::0.4942581693628064,(t11:1.4963647344459472,#H40:1.0268882265210513::0.4888384364753905):4.977931915069274):0.6119759646696515,(t14:7.047179782165573,#H37:4.225538676418441::0.49336096982474925):0.02705322563880802):1.6509504809486677,(t9:0.4173642041802748,t10:0.4173642041802748):8.312358826026932):0.9641153802367317):7.0676360963042235);","(t13:0.0,((((t11:0.5567853717993948,#H1463:0.0::0.4948417970591887)i53649:0.7497884326331556,(#H27302:0.2813918157014404::0.4873082637822847,t14:0.0455325693438775)i29017:0.032700965830338206):1.6422632014324439,(t9:2.038558875232625,t10:0.0):6.7179110485297056):0.965373647257532,((((((((t21:0.0,t4:0.01995285313002218):1.669532595054499,(((t12:0.09201558531991168,t5:0.0)i13802:0.750089372682841)#H72783:0.07782788655627912::0.6389978665470875,t2:0.0):0.5122633366385344):1.4007979308567449,t16:0.45568532243924603)i2768:2.906605022924896,t18:0.4450365216054015)i2728:0.0)#H1463:0.0::0.5051582029408113,((t23:0.0,t1:0.0):6.37327004632507,((t17:0.0,((t20:0.0,(t7:0.07487889639469682,t3:0.0):0.598428118989394):1.404156443436306)#H27302:0.4306463743423392::0.5126917362177152):0.11180410345824066)#H19662:0.09270569764273055::0.9491528411333101):0.2317292997145511):1.4883742382565215,#H19662:0.0::0.05084715886668986)i1313:1.488771248151381,t19:0.9934492542421498):0.04736906887661528):4.873639375194118,(#H72783:0.043692101002101906::0.36100213345291254,t6:0.0)i86424:2.188643546232437);",-0.38928603537999673,-0.26161137468266404,-16.908402903826662,0.0,82431.360985722,20,1,treechild-notgalled,low,10000,0,low,8,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.35455510399956586):2.602435684208964,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.5999750099902051,t20:1.6201330015979756):1.1958155299654363)#H37:3.6509631624614176::0.516573332125732,t17:6.472580293052525):0.16085970435249355,((t1:0.24522323366217857,t23:0.24522323366217857):5.662959074904601,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5229828922939261):0.7111229523209656):0.42299867633597227,((((t21:0.470667988127443,t4:0.470667988127443):1.6762275449019197,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7600577341531701)#H46:0.0::0.6454448960004342):0.5144427211732314):1.3635025626502368,t16:3.5055617709767994):2.756588146813162)#H32:0.7905423566726781::0.5052585052214887):2.571458281152644):0.034477112403686554,(((#H32:0.20768942356489242::0.49474149477851126,(t11:1.4963647344459472,#H40:1.0268882265210513::0.4770171077060739):4.977957993681665):0.6068573942771571,(t14:7.047179782165573,#H37:4.225574116641386::0.48342666787426797):0.04036235855445629):1.646907933561435,(t9:0.4173642041802748,t10:0.4173642041802748):8.31198556607694):0.9469964564496405):7.067144539699293);","((t6:0.7729495495366339,#H8887:0.17946078497524767::0.3574840692768459)i18146:2.1040006674102765,t13:0.0,((t19:0.505801125771683,(((t14:0.14002078414376462,#H17357:0.0::0.45015549319984843)i63461:0.0,(#H34488:0.017366390630512218::0.1527328213586422,(t11:0.0,#H73831:0.0902641595677873::0.48463343606526776):0.22962401886982117)i15586:2.891648407590139)i8150:1.5331030599215958,(t9:0.0,t10:0.0):7.837836467528722):0.9206000638501314):0.0,(((((t3:0.0,t7:0.0):0.6191599574124695,t20:0.0):1.5472838577090697,((t16:1.1882101443508315,((t2:0.0,((t12:0.0,t5:0.0)i39468:0.6712067720303556)#H8887:1.217073037074622::0.642515930723154):0.5094022939341049,(t21:0.0,t4:0.0):1.6906143609075146):1.3363056738719792):2.072884029480525)#H34488:1.6604821260470572::0.8472671786413578)i69838:0.0)#H17357:0.0::0.5498445068001516,(t17:0.0,((t18:0.438945129187266)#H73831:0.0::0.5153665639347322,(t23:0.0,t1:0.0):6.225835617283913):0.7662905778978284)i47113:0.08319211319018319):3.176244025356578):4.807888701124428);",-0.597233265522082,-0.3846014786768171,-7.679244889347366,0.0,116774.004506143,20,1,treechild-notgalled,low,10000,0,low,8,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.3501380690758028):2.6017876253833645,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.600799730074757,t20:1.6201330015979756):1.227800570841156)#H37:3.651119867939392::0.5113546979681818,t17:6.472580293052525):0.15244861068707607,((t1:0.24522323366217857,t23:0.24522323366217857):5.663464953613592,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5012899424589462):0.713889316652351):0.4469224871168936,((((t21:0.470667988127443,t4:0.470667988127443):1.6709777094854863,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7492394603233881)#H46:0.0::0.6498619309241972):0.5214902589923098):1.353705965103566,t16:3.5055617709767994):2.7585950414220335)#H32:0.79068082731972::0.5028002088195528):2.5720194736029094):0.048209522426384877,(((#H32:0.20753813559578055::0.4971997911804472,(t11:1.4963647344459472,#H40:1.0268882265210513::0.4987100575410538):4.978020121647746):0.6197039928725051,(t14:7.047179782165573,#H37:4.225656465744034::0.4886453020318182):0.03476378064164074):1.6407678181419798,(t9:0.4173642041802748,t10:0.4173642041802748):8.312149367799941):0.9620925130870033):7.067471117233203);","((t7:0.0,t3:0.0):0.5415394484865863,t20:0.0,((((((t19:0.0,(((t17:0.0,((t18:0.0,((((t2:1.6607192012498677,((t12:0.0855207495086116,t5:0.0)i71460:0.7478067237729018)#H2874:0.0004174698143754323::0.6455570858675808):0.5352109321256127,(t21:0.0,t4:0.0):1.5240354425505058):1.3445598093535354,t16:0.0):2.702030364514026)#H15472:0.6709545873056979::0.639098104580391)i25942:0.0)#H6508:0.0::0.5329049122823883)i47911:0.0,(t1:0.7624330361334303,t23:0.0):5.103478863063339):1.2091530241425081)#H19097:0.2755764382135292::0.5082139908179403)i62230:0.2792619986976788,((t6:0.006923828248934931,#H2874:0.13149942285771685::0.3544429141324192)i42529:1.6838806603225884,t13:0.0):4.051217645561906)i91120:0.7304106437866078,(t10:0.0,t9:0.0):5.827373851895954):0.32041799833503076,(t14:0.0,(#H6508:5.470615008754847::0.4670950877176117,t11:0.32877847635695595):2.164551306080339):0.770004607019709):0.14480567413281353,#H15472:0.7124454826857199::0.360901895419609):1.3612354482612026,#H19097:0.3441014505533872::0.4917860091820597):0.686353999361884);",-0.46329615948751396,-0.3085582586399168,-77.10434434601281,0.0,119735.368961363,20,1,treechild-notgalled,low,10000,0,low,18,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.35599279533293365):2.6014007404492827,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.6005745400537588,t20:1.6201330015979756):1.2317896088070692)#H37:3.651145278675056::0.5102168884368298,t17:6.472580293052525):0.14765503166541682,((t1:0.24522323366217857,t23:0.24522323366217857):5.663252497250014,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5108896036522762):0.712861186697224):0.43438248399017154,#H32:0.7910957754190922::0.4991114542204636):2.5761254479603313):0.0637101491947121,(((((((t21:0.470667988127443,t4:0.470667988127443):1.6737812092419833,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7459469285496052)#H46:0.0::0.6440072046670664):0.5231911842076159):1.3781391097286797,t16:3.5055617709767994):2.7638463904273176)#H32:0.2081062573532583::0.5008885457795365,(t11:1.4963647344459472,#H40:1.0268882265210513::0.4891103963477238):4.977966141635091):0.6138668940511214,(t14:7.047179782165573,#H37:4.225674969579713::0.4897831115631702):0.04273787671542441):1.6464677557606089,(t9:0.4173642041802748,t10:0.4173642041802748):8.31222952580611):0.974729799951988):7.0677607006649605);","(t11:0.21653918392723365,((((((t12:0.0,t5:0.0):0.7400395046877027)#H75496:0.37060931006109704::0.6455392481617075,((t4:0.0,t21:0.0):1.6730426404203584,t2:0.0):0.0):1.4801520079291206,t16:0.0):2.87224000788922)#H93903:0.0::0.5151718473460064,((t14:0.10586064674208233,#H91198:0.07688098581498638::0.45417906244569317)i63982:0.10982033958578999,((t9:0.0,t10:0.0):4.88971769119134,((t19:0.19081251351231193,((#H93903:0.2775126447896107::0.4848281526539936,(((t1:0.0,t23:0.0):6.316185359201992,#H73185:0.0::0.49500992953432477):0.8072457386961311,t17:0.0):0.17889945365267734)i86378:0.0,(((t7:0.0,t3:0.0):0.5925066332548521,t20:0.0):1.4284466554663422)#H91198:0.9947893239090552::0.5458209375543068):2.7796488082712667):0.0813043234268111,((t6:1.1209656629573739,#H75496:0.08099946146317952::0.35446075183829245)i34768:1.3155810435082693,t13:0.0):3.7241180125317994)i9367:0.9755870656290893):1.5013875102216199):0.6975586604278108):0.7403706942760301,(t18:0.0)#H73185:8.529318395949533::0.5049900704656752);",-0.3413785934785876,-0.28504704129485464,-13.596732369397031,0.0,141031.295875978,20,1,treechild-notgalled,low,10000,0,low,4,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.3579963860742546):2.602622041553998,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.5961351430467426,t20:1.6201330015979756):1.1931251967253633)#H37:3.6509687741064303::0.5119396126397902,t17:6.472580293052525):0.136369102199981,((t1:0.24522323366217857,t23:0.24522323366217857):5.663048517245178,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5047274942743327):0.7170485842568411):0.41482454120196804,#H32:0.790919781484347::0.49679640002778047):2.5786197124580266):0.0546787778667548,(((((((t21:0.470667988127443,t4:0.470667988127443):1.6757400344157265,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7228444630708019)#H46:0.0::0.6420036139257455):0.49915736920590714):1.3525864841566364,t16:3.5055617709767994):2.7608319108915214)#H32:0.208231947478085::0.5032035999722195,(t11:1.4963647344459472,#H40:1.0268882265210513::0.49527250572566733):4.978018142526033):0.5983636176362298,(t14:7.047179782165573,#H37:4.225563180135691::0.48806038736020985):0.03245556783324493):1.6521742542944757,(t9:0.4173642041802748,t10:0.4173642041802748):8.312249399075588):0.9524541286289258):7.067410432312042);","(t19:0.0,(((t10:0.0,t9:0.0):7.413229688761524,((t14:0.04217208096709124,#H1539:0.14727168824862616::0.48887781851300366):0.029053232113381795,(((((t2:0.018284744503163673,((t12:0.0,t5:0.0)i84697:0.5934696172084166)#H4854:1.5663395711255013::0.6423515867057532)i95291:0.4862019649066567,(t21:0.0,t4:0.0):1.6764369325690718):1.3418257676322698,t16:0.0):2.736978674627393)#H7987:0.332720443007607::0.5071578894861319,(t11:0.0,(t18:0.0)#H4145:0.0::0.5344579305683373)i96572:2.313266623467169)i20200:0.5718192781753776):1.630265012156121):0.9478292113452479,(#H7987:1.150083311484449::0.492842110513868,((t17:0.0,(((t3:0.0,t7:0.0):0.5980737722882304,t20:0.0):1.3730652456156407)#H1539:1.3624132086808456::0.5111221814869964):0.10923264385904939,((t23:0.0,t1:0.0):3.095935935955012,#H4145:0.0::0.46554206943166265):2.923166425487264):0.40398620728913964)i99359:2.675891608109805):0.0,((t6:0.5987231107747162,#H4854:0.12831133414494345::0.35764841329424685)i19206:2.567652038374565,t13:0.0):5.2985668380795214);",-0.37473231590099065,-0.2980283516073808,-4.724392582930814,0.0,144826.527732289,20,1,treechild-notgalled,low,10000,0,low,2,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.3649109926023634):2.602992684099312,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.5910117174512539,t20:1.6201330015979756):1.2031647345662075)#H37:3.650995048795905::0.5102998117089963,t17:6.472580293052525):0.130635710758977,((t1:0.24522323366217857,t23:0.24522323366217857):5.663729946405474,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5082338086899533):0.7061108228726557):0.4248624935210865,#H32:0.78906966536925::0.49808560066282614):2.57050317437542):0.07069451414075424,(((((((t21:0.470667988127443,t4:0.470667988127443):1.6712234563199821,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7456313428759899)#H46:0.0::0.6350890073976365):0.5214245746915611):1.3664827566086748,t16:3.5055617709767994):2.737456905788412)#H32:0.20578425948769802::0.5019143993371739,(t11:1.4963647344459472,#H40:1.0268882265210513::0.49176619131004673):4.977900838772058):0.616764981388741,(t14:7.047179782165573,#H37:4.225594555502432::0.48970018829100365):0.03786083171702606):1.6441179399067127,(t9:0.4173642041802748,t10:0.4173642041802748):8.312034594191157):0.9366918780538206):7.068229383910653);","(t9:0.0,(((t19:3.6651836602098484,((((((t3:0.0,t7:0.0):0.5821777556192346,t20:0.0):1.3702374389122778)#H94681:0.8396253427017192::0.5314170440310224,(t23:0.0,t1:0.0):6.5353001901015135):0.0,((((((((t12:0.0,t5:0.0)i74687:0.7454769506163381)#H2246:0.0::0.6367889281179493,t2:0.14313430841687608):0.5264794488942022,(t4:0.0,t21:0.0):1.6520035353657534):1.4039363729038563,t16:0.0):2.0523764185236644)#H36974:1.716688165872662::0.8168787612580717,t18:0.0)i89018:0.0)#H92000:0.0::0.5507304365530294):0.0,t17:1.9066210198732653e-13):3.1958222284757265):0.05261214392195202,((t6:0.0,#H2246:0.26829884011427063::0.36321107188205065)i15220:2.6639072956148344,t13:0.0):5.9129363935402495):0.8995309960181541,(((t14:0.09213286681746095,#H94681:0.5873099733613689::0.46858295596897753)i65445:0.05491079293070358,(t11:0.0,#H92000:0.0::0.4492695634469705):1.3117756811543366)i45080:0.784071164117236,#H36974:0.0::0.18312123874192826)i68935:0.739348351583539):6.194320370284683,t10:0.0);",-0.5622984987549748,-0.416409832335195,-14.885315048309907,0.0,133304.444126478,20,1,treechild-notgalled,low,10000,0,low,8,4
"(t13:4.22879848690388,(t6:1.6266442808849435,#H46:0.0::0.3517078437972571):2.6023976071041623,((t19:9.630076409584134,((((((t3:1.0244674511021534,t7:1.0244674511021534):0.6005938025220924,t20:1.6201330015979756):1.205538483201648)#H37:3.6510089674096364::0.5077736236548417,t17:6.472580293052525):0.13686825476618594,((t1:0.24522323366217857,t23:0.24522323366217857):5.663519620178137,(t18:0.4694765079248959)#H40:5.4388476217007184::0.5122070014948028):0.7098212485941353):0.44788295602135847,#H32:0.790825354861062::0.49349885330243737):2.5738395127874214):0.05471404541335455,(((((((t21:0.470667988127443,t4:0.470667988127443):1.6783772804746164,(t2:1.6266442808849435,((t5:0.8700259667098538,t12:0.8700259667098538):0.7531264219844696)#H46:0.0::0.6482921562027428):0.511851748796935):1.3593196080416983,t16:3.5055617709767994):2.7598704878537585)#H32:0.20777142316149788::0.5065011466975626,(t11:1.4963647344459472,#H40:1.0268882265210513::0.4877929985051972):4.977953486936483):0.6073732850894921,(t14:7.047179782165573,#H37:4.225603508830949::0.4922263763451583):0.04136269040610922):1.64531466709137,(t9:0.4173642041802748,t10:0.4173642041802748):8.311913947238564):0.9556088681607791):7.0683873490105125);","((t4:0.0,t21:0.0):1.7306251595060775,t2:0.0,(((t5:0.0,t12:0.0)i11807:0.7104209843058354)#H8159:0.4292748005716354::0.6569937202801885,(t16:0.0,(#H21809:0.0::0.32789967977449525,((((t19:0.0,(((t10:0.0,t9:0.0):7.79762719573901,(((t11:0.05547529557932116,#H32423:0.0::0.4902160185050547)i17831:0.06504904040259375,t14:0.0):0.4180512824702957)#H21809:1.905976149810883::0.6721003202255047):0.7431358416170829)#H4328:0.6722849433403355::0.7451332662088438)i73530:0.04433957780338814,((#H8159:0.29859514966597506::0.34300627971981146,t6:0.7719202755403278)i61914:2.00445357987362,t13:0.0003256226777778222):6.7259196910265215)i29719:0.9543895839832408,(((t18:0.0,((t3:0.07604159419846536,t7:0.0):0.6059624796979189,t20:1.6744615596493117e-5):1.5321210709061532):0.0)#H32423:0.0::0.5097839814949453,(t17:0.01947181305503349,(t1:0.783585493102417,t23:0.0):5.683690890666018):0.0):1.0342285354016658):1.8329166131050938,#H4328:0.0::0.2548667337911562)i62690:1.3045779724692192)i25913:1.4083128075618805):1.3770854163287514):0.0);",-0.40284046802316925,-0.32111224776907626,-64.13928166424877,0.0,137290.71252265,20,1,treechild-notgalled,low,10000,0,low,20,4
"((((t19:0.11196687386464287,#H46:0.0::0.33411017391673725):2.9063834740127015,(t9:0.9087489174991373,t20:0.9087489174991373):2.1122721728664886):2.133942402554342,t15:5.154020508063814):2.671930336610707,(((t18:4.3221548916135255,#H39:0.0::0.38793820254384165):2.803790631421221,((t12:1.2148975956819639,t13:1.2148975956819639):3.9228366664204617,(t3:1.628598390829366,t2:1.628598390829366):3.5086313658659467):1.9875354494239479):0.313706315824109,((t14:0.11196687386464287,(t16:0.11196687386464287)#H46:0.0::0.6658898260832627):5.143783335561521,#H33:0.0::0.4259543532241222):2.208431164404833):0.3823749280721006,((t1:8.378657509939142,(t6:5.2557026951752945,((((t10:1.82509840447811,t17:1.82509840447811):1.8280721957958281,(t5:0.9964243282544109,t11:0.9964243282544109):2.6571209643647284):0.6867005754918273,((t8:3.635646668258617,t7:3.635646668258617):0.6924474800324962)#H39:0.0::0.6120617974561584):0.9318233696411333)#H33:0.0::0.5740456467758779):3.121519085925376):2.491589941853672,t4:10.870275797449295):11.506455794402871);","((t16:0.0)#H58795:0.0::0.6819345166001645,((((((t3:0.0,t2:0.0):3.4567901301560955,(t12:0.0,t13:0.0):3.918967309143709):1.9762870573263809,(t18:0.0,#H54254:0.0::0.38874077195233114)i15273:2.665832855140994):0.4992011803199869,(((t9:0.0,t20:0.00034542397570450875):1.8586145407453412,(t19:0.0,#H58795:0.0::0.3180654833998356)i52283:1.7063724354301064):2.3410263990858864,t15:0.0):2.746894949200889):0.0,((t1:0.2277354313760379,(t6:0.03571635889970144,((((t10:0.0,t17:0.0):1.8107758697629934,(t5:0.0,t11:0.0):2.6346148520508073):0.700562890369717,((t8:0.0,t7:0.0):0.7033042623006641)#H54254:0.0::0.6112592280476689):0.918463259424521)#H82603:0.19679536861914956::0.5562948653069402):3.2060897842283493):2.507194081479401,t4:0.7396825687875234):5.727683877396757):1.6512173657682296,#H82603:0.0::0.4437051346930599)i43364:2.838666673910802,t14:0.07129920713498258);",-0.4847915456423524,-0.36148755702485874,-30.715971439177643,0.0,41968.955009247,20,5,treechild-notgalled,low,10000,0,low,2,3
"((((t19:0.11196687386464287,#H46:0.0::0.32675958889747964):2.9067052192529257,(t9:0.9087489174991373,t20:0.9087489174991373):2.108219051168382):2.1428259777609124,t15:5.154020508063814):2.678688982588262,(((t18:4.3221548916135255,#H39:0.0::0.39163965708301585):2.803958798924318,((t12:1.2148975956819639,t13:1.2148975956819639):3.923438500400919,(t3:1.628598390829366,t2:1.628598390829366):3.510181187247931):1.9884065618397848):0.32698595079684045,((t14:0.11196687386464287,(t16:0.11196687386464287)#H46:0.0::0.6732404111025203):5.143739808335215,#H33:0.0::0.4228712999569039):2.2028541999322653):0.36108905707588623,((t1:8.378657509939142,(t6:5.2557026951752945,((((t10:1.82509840447811,t17:1.82509840447811):1.8259080756927049,(t5:0.9964243282544109,t11:0.9964243282544109):2.6558859446124905):0.6467098872289607,((t8:3.635646668258617,t7:3.635646668258617):0.678473546765123)#H39:0.0::0.6083603429169842):0.9231090441665041)#H33:0.0::0.577128700043096):3.1238818094957645):2.4907369052491632,t4:10.870275797449295):11.506458675336672);","(t3:0.0,t2:0.0,(((((t15:0.0,((t19:1.2813647517706706,#H43713:0.0::0.293932797223359)i60963:1.8328531912738295,(t20:0.0,t9:0.0):1.997968631190676):2.268391216096595):2.698076555190161,((t1:0.0,(t6:0.0,((((t8:0.0,t7:0.0)i88468:0.47320095424084074)#H9920:1.1512944884483227::0.6133836543347845,((t11:0.0,t5:0.0):2.6223985078666296,(t10:0.0,t17:0.0):1.7955629873070962):0.5938319509147081):0.9264802544696658)#H33968:1.3109376498988141::0.5933469233018016):2.7873172762783343):2.5424190037142624,t4:0.0):4.49699447690773):0.3521002956120719,(((t16:0.0)#H43713:0.0::0.706067202776641,t14:0.0)i57845:0.4061171517874147,#H33968:0.2955930619278127::0.4066530766981984):3.9035781953470683):0.3167400467397775,(t18:1.603169026199932,#H9920:0.025781493255186284::0.3866163456652155)i15217:2.041863860506172):1.989894388100707,(t13:0.0,t12:0.0):3.6602038207833942):3.5375717540575184);",-0.3703396304490967,-0.29083273975713153,-8.252631455244133,0.0,44833.164944994,20,5,treechild-notgalled,low,10000,0,low,0,3
"((((t19:0.11196687386464287,#H46:0.0::0.3381399745594467):2.9070253386360236,(t9:0.9087489174991373,t20:0.9087489174991373):2.108425841426017):2.1382597681601623,t15:5.154020508063814):2.6733256355197725,(((t18:4.3221548916135255,#H39:0.0::0.3955676249083887):2.804719317643865,((t12:1.2148975956819639,t13:1.2148975956819639):3.9236663677193007,(t3:1.628598390829366,t2:1.628598390829366):3.5093870692426603):2.00929100712804):0.31971966916532973,((t14:0.11196687386464287,(t16:0.11196687386464287)#H46:0.0::0.6618600254405533):5.143689389373974,#H33:0.0::0.41807435974746293):2.2084020073379547):0.3851044986213106,((t1:8.378657509939142,(t6:5.2557026951752945,((((t10:1.82509840447811,t17:1.82509840447811):1.824090104934112,(t5:0.9964243282544109,t11:0.9964243282544109):2.656049695188154):0.6549406448758496,((t8:3.635646668258617,t7:3.635646668258617):0.689348286268064)#H39:0.0::0.6044323750916113):0.9386072682377856)#H33:0.0::0.581925640252537):3.1239042501761363):2.489622043523751,t4:10.870275797449295):11.506458332058585);","((t18:0.0,#H5693:0.16710197044724887::0.409873487028029)i12242:2.171872728897702,(((((t20:0.0,t9:0.0):2.0544685577982147,(t19:0.0,#H56235:0.0::0.33489691407564065)i68565:2.1634995149859186):2.422100101986162,t15:0.0):2.6560987261471194,((t1:1.7349788965174235,(((((t7:0.0,t8:0.0)i27180:0.575796425625412)#H5693:0.5429394543157373::0.590126512971971,((t17:0.2237280234731247,t10:0.0):1.7830334783728767,(t5:0.0,t11:0.0):2.6246487167546575):0.5580163255778999):0.9304608454325992)#H52497:0.1120644766341415::0.591890414337326,t6:0.0):2.9647641536485354):2.8077042133254726,t4:0.7240345169706093):3.18781433434779):0.40948268006951566,(#H52497:2.3756081563896094::0.40810958566267397,(t14:0.0,(t16:0.0)#H56235:0.0::0.6651030859243594)i51296:1.5183988263442423):2.845049008495853):0.30067195667888175,((t13:0.0,t12:0.0):3.9683169629695745,(t2:0.0,t3:0.0):3.0316595582300305):2.0607721257632936);",-0.4787479766219222,-0.32447639644454346,-4.570394183412714,0.0,44265.238483493,20,5,treechild-notgalled,low,10000,0,low,0,3
